DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7788475,1,1,2,1,1,1,1000000,2,,2,,2,2,24,26,1,19,"",83.2663291040448
7788476,1,1,1,1,2,2,400000,2,,2,,2,2,12,28,1,19,"",53.755656086183
7788489,1,1,1,1,2,1,750000,2,,2,,2,2,56,28,2,19,"",67.3984059793893
7788489,1,1,2,1,2,1,750000,2,,2,,2,2,64,26,2,19,"",67.3984059793893
7788493,1,1,1,3,,2,,2,,,,2,2,120,33,2,19,"",205.581209469292
7788506,1,1,1,1,2,1,800000,2,,2,,2,2,12,15,1,19,"",53.755656086183
7788506,1,1,2,1,2,1,800000,2,,2,,2,2,15,50,1,19,"",53.755656086183
7788506,1,1,3,1,2,1,800000,2,,2,,2,2,15,52,1,19,"",53.755656086183
7788533,1,1,1,3,,2,,2,,,,2,2,60,42,2,19,"",116.894515941687
7788546,1,1,1,1,2,1,600000,2,,2,,2,2,40,30,2,19,"",93.5768141923081
7788591,1,1,1,1,2,1,240000,2,,2,,2,2,1,30,2,73,"",38.8134267455759
7788591,1,1,2,1,2,1,240000,2,,2,,2,2,1,32,2,73,"",38.8134267455759
7788591,1,1,3,1,2,1,240000,2,,2,,2,2,1,36,2,73,"",38.8134267455759
7788591,1,1,4,1,2,1,240000,2,,2,,2,2,1,35,2,73,"",38.8134267455759
7788591,1,1,5,1,2,1,240000,2,,2,,2,2,1,34,2,73,"",38.8134267455759
7788603,1,1,1,3,,2,,2,,,,2,2,60,61,1,73,"",276.614798500952
7788607,1,1,1,1,2,1,1900000,2,,2,,2,2,2,55,1,73,"",160.315307851132
7788607,1,1,2,1,2,1,1400000,2,,2,,2,2,2,56,1,73,"",160.315307851132
7788653,1,1,1,1,2,1,600000,2,,2,,2,2,1,45,2,73,"",94.3967554497946
7788653,1,1,2,1,2,1,600000,2,,2,,2,2,1,22,2,73,"",94.3967554497946
7788653,1,1,3,1,2,2,500000,2,,2,,2,2,1,20,2,73,"",94.3967554497946
7788657,1,1,1,1,2,1,400000,2,,2,,2,2,1,20,2,73,"",140.873643711309
7788657,1,1,1,3,,2,,2,,,,2,2,288,49,2,73,"",140.873643711309
7788671,1,1,1,3,,1,,2,,,,2,2,2,18,2,73,"",160.174791527235
7788677,1,1,1,1,2,1,360000,2,,2,,2,2,12,18,2,73,"",49.5187568263334
7788677,1,1,1,3,,2,,2,,,,2,2,150,65,2,73,"",49.5187568263334
7788712,1,1,1,1,2,1,600000,2,,2,,2,2,6,40,2,23,"",151.623229094374
7788719,1,2,1,1,2,2,500000,2,,2,,2,2,48,52,2,23,"",154.625839722947
7788746,1,1,1,1,1,1,400000,2,,2,,2,2,120,53,1,27,"",17.6827997108152
7788746,1,1,2,1,1,1,400000,2,,2,,2,2,240,52,1,27,"",17.6827997108152
7788783,1,1,1,2,,1,,2,,,,2,2,180,43,2,27,"",126.934569266706
7788813,1,1,1,3,,2,,2,,,,2,2,20,39,1,27,"",26.7321768028049
7788813,1,1,2,3,,1,,2,,,,2,2,8,36,1,27,"",26.7321768028049
7788823,1,2,1,2,,1,,2,,,,2,2,48,99,2,27,"",87.4817723611991
7788823,1,2,1,3,,2,,2,,,,2,2,72,58,2,27,"",87.4817723611991
7788823,1,2,2,3,,1,,2,,,,2,2,72,62,2,27,"",87.4817723611991
7788823,1,2,3,3,,1,,2,,,,2,2,72,50,2,27,"",87.4817723611991
7788824,1,2,1,1,2,1,1600000,2,,2,,2,2,24,38,2,27,"",116.587177233637
7788824,1,2,2,1,2,1,1600000,2,,2,,2,2,24,42,2,27,"",116.587177233637
7788830,1,1,1,2,,1,,2,,,,2,2,27,43,1,27,"",30.630619253214
7788830,1,1,1,3,,2,,2,,,,2,2,84,50,1,27,"",30.630619253214
7788830,1,1,2,3,,2,,2,,,,2,2,36,20,1,27,"",30.630619253214
7788840,1,1,1,3,,1,,2,,,,2,2,16,28,1,27,"",79.8414393672752
7788845,1,1,1,1,2,1,600000,2,,2,,2,2,24,34,1,27,"",51.7594424799048
7788845,1,1,2,1,2,1,850000,2,,2,,2,2,44,38,1,27,"",51.7594424799048
7788845,1,1,3,1,2,1,150000,2,,2,,2,2,8,27,1,27,"",51.7594424799048
7788856,1,2,1,2,,1,,2,,,,2,2,30,999,2,27,"",71.1886002973875
7788856,1,2,1,3,,2,,2,,,,2,2,72,54,2,27,"",71.1886002973875
7788856,1,2,2,3,,2,,2,,,,2,2,70,53,2,27,"",71.1886002973875
7788968,1,1,1,1,1,2,1300000,1,377000,1,1066648,1,1,120,50,1,08,08,94.5921885064229
7788968,1,1,2,1,1,2,1300000,1,377000,1,1066648,1,1,96,48,1,08,08,94.5921885064229
7788968,1,1,3,1,1,2,1300000,1,377000,1,1066648,1,1,84,43,1,08,08,94.5921885064229
7788968,1,1,4,1,1,2,1300000,1,377000,1,1066648,1,1,60,32,1,08,08,94.5921885064229
7788968,1,1,5,1,1,2,1300000,1,377000,1,1066648,1,1,24,26,1,08,08,94.5921885064229
7788968,1,1,6,1,1,2,1300000,1,377000,1,1066648,1,1,12,35,1,08,08,94.5921885064229
7788968,1,1,7,1,1,1,1300000,1,377000,1,1066648,1,1,30,26,1,08,08,94.5921885064229
7789013,1,2,1,2,,2,,1,375250,,,1,2,129,36,1,11,11,466.441551276386
7789035,1,1,1,3,,2,,2,,,,2,2,48,57,1,11,11,242.999998291139
7789106,1,1,1,1,2,1,700000,2,,2,,2,2,7,25,1,15,15,4.16647562003247
7789106,1,1,1,2,,2,,2,,,,2,2,72,61,1,15,15,4.16647562003247
7789111,1,1,1,1,1,1,1300000,1,370500,1,1200000,1,1,60,35,1,15,15,4.58133225460919
7789111,1,1,1,2,,2,,2,,,,2,2,60,47,1,15,15,4.58133225460919
7789115,1,2,1,2,,1,,2,,,,2,2,13,83,1,15,15,8.18917863453163
7789124,1,1,1,1,1,1,2000000,1,420000,1,2000000,1,1,121,48,1,15,15,11.4233111977157
7789138,1,2,1,1,2,1,1300000,1,370500,2,,2,2,6,23,1,15,15,10.6245336433679
7789146,1,2,1,2,,1,,2,,,,2,2,36,26,1,15,15,8.41543535221367
7789146,1,2,2,2,,2,,2,,,,2,2,36,27,1,15,15,8.41543535221367
7789152,1,1,1,2,,1,,2,,,,2,2,10,48,1,15,15,7.64111521679246
7789152,1,1,1,3,,2,,2,,,,2,2,10,27,1,15,15,7.64111521679246
7789163,1,3,1,2,,2,,2,,,,2,2,96,34,1,17,17,21.0431057058006
7789214,1,1,1,2,,2,,2,,,,2,2,10,45,1,18,18,3.94056685997406
7789236,1,2,1,3,,1,,2,,,,2,2,120,43,1,18,18,7.85118162710974
7789238,1,1,1,3,,2,,2,,,,2,2,48,19,1,18,18,11.339190816139
7789251,1,1,1,3,,2,,2,,,,2,2,48,46,1,18,18,5.65934038355208
7789376,1,1,1,1,2,1,700000,2,,2,,2,2,2,37,1,23,23,18.9461259089177
7789376,1,1,2,1,2,1,200000,2,,2,,2,2,2,24,1,23,23,18.9461259089177
7789402,1,1,1,2,,2,,2,,,,2,2,420,66,1,25,"",155.006322729149
7789429,1,1,1,3,,1,,2,,,,2,2,94,30,1,27,27,4.45949205574696
7789500,1,1,1,1,1,2,1300000,1,370500,1,650000,1,1,84,40,1,41,41,20.8053130700633
7789500,1,1,1,2,,2,,2,,,,2,2,84,69,1,41,41,20.8053130700633
7789500,1,1,2,1,1,2,1300000,1,370500,1,650000,1,1,60,32,1,41,41,20.8053130700633
7789500,1,1,3,1,1,2,1300000,1,370500,1,650000,1,2,18,22,1,41,41,20.8053130700633
7789502,1,1,1,1,1,1,1300000,1,266500,1,108290,1,2,9,44,1,41,41,10.0245780175652
7789502,1,1,2,1,1,1,1300000,1,266500,1,108290,1,2,9,44,1,41,41,10.0245780175652
7789502,1,1,3,1,1,1,1300000,1,266500,1,108290,2,2,6,45,1,41,41,10.0245780175652
7789502,1,1,4,1,1,1,700000,2,,2,,2,2,9,40,1,41,41,10.0245780175652
7789502,1,1,5,1,1,2,700000,2,,2,,2,2,7,20,1,41,41,10.0245780175652
7789511,1,1,1,1,2,2,600000,2,,2,,2,2,2,18,1,41,41,14.4094096905045
7789511,1,1,2,1,2,2,600000,2,,2,,2,2,2,22,1,41,41,14.4094096905045
7789512,1,1,1,1,2,1,1750000,2,,2,,2,2,3,48,1,41,41,15.7961408468423
7789512,1,1,1,2,,1,,2,,,,2,2,60,60,1,41,41,15.7961408468423
7789568,1,1,1,1,2,1,600000,2,,2,,2,2,36,32,1,44,44,12.1882995123494
7789598,1,1,1,1,2,2,1700000,2,,2,,2,2,25,25,1,50,50,16.3116164525891
7789611,1,1,1,2,,1,,2,,,,2,2,240,79,1,50,50,28.1467195164097
7789621,1,1,1,1,1,2,800000,2,,2,,2,2,12,40,1,50,50,13.6966696097114
7789623,1,2,1,2,,1,,2,,,,2,2,49,999,1,50,50,14.4069757744734
7789657,1,4,1,1,1,1,1200000,2,,2,,2,2,180,40,1,52,"",5.19339798904346
7789699,1,3,1,2,,2,,2,,,,2,2,48,28,1,52,52,16.8486307968616
7789699,1,3,2,2,,1,,2,,,,2,2,48,28,1,52,52,16.8486307968616
7789702,1,1,1,2,,2,,2,,,,2,2,8,25,1,52,52,11.474354924662
7789718,1,1,1,1,2,1,600000,2,,2,,2,2,4,35,1,52,52,22.5188404072499
7789819,1,1,1,1,2,2,925379,2,,2,,2,2,24,99,1,63,63,16.6758131263172
7789925,1,2,1,1,2,1,1300000,2,,2,,2,2,15,39,1,66,66,12.2740822195873
7789936,1,1,1,1,2,2,1300000,2,,2,,2,2,28,36,1,66,66,21.7718334428767
7789939,1,1,1,1,1,1,1200000,2,,2,,2,2,4,40,1,66,66,13.8007688081549
7789946,1,1,1,1,2,1,1400000,1,280000,2,,1,1,6,38,1,68,"",43.9751925833208
7789946,1,1,2,1,2,1,1400000,1,280000,2,,1,1,2,35,1,68,"",43.9751925833208
7789969,1,1,1,3,,2,,2,,,,2,2,240,50,1,68,68,23.662623779859
7789992,1,1,1,1,2,1,1500000,2,,2,,2,2,36,35,1,68,68,243.043729925399
7789992,1,1,2,1,2,1,1600000,2,,2,,2,2,60,36,1,68,68,243.043729925399
7790011,1,1,1,1,2,1,1500000,2,,2,,2,2,24,35,1,68,68,25.60616977069
7790011,1,1,1,2,,1,,2,,,,2,2,36,45,1,68,68,25.60616977069
7790011,1,1,2,1,2,1,1500000,2,,2,,2,2,12,25,1,68,68,25.60616977069
7790011,1,1,3,1,2,1,1500000,2,,2,,2,2,12,26,1,68,68,25.60616977069
7790014,1,1,1,3,,1,,2,,,,2,2,24,18,1,68,68,27.4852714405581
7790014,1,1,2,3,,2,,2,,,,2,2,24,18,1,68,68,27.4852714405581
7790014,1,1,3,3,,2,,2,,,,2,2,24,18,1,68,68,27.4852714405581
7790014,1,1,4,3,,2,,2,,,,2,2,12,22,1,68,68,27.4852714405581
7790020,1,1,1,3,,2,,2,,,,2,2,36,44,1,68,68,168.831820905942
7790047,1,1,1,1,2,1,1300000,2,,2,,2,2,48,35,1,68,68,24.004245230229
7790047,1,1,2,1,2,2,1500000,2,,2,,2,2,38,28,1,68,68,24.004245230229
7790064,1,1,1,1,2,1,200000,2,,2,,2,2,1,25,1,70,70,7.48259157757037
7790082,1,1,1,1,2,1,1000000,2,,2,,2,2,12,35,1,70,70,6.36415509509698
7790082,1,1,2,1,2,1,1400000,2,,2,,2,2,120,50,1,70,70,6.36415509509698
7790082,1,1,3,1,2,1,1200000,2,,2,,2,2,180,60,1,70,70,6.36415509509698
7790082,1,1,4,1,2,1,1200000,2,,2,,2,2,180,60,1,70,70,6.36415509509698
7790082,1,1,5,1,2,2,1200000,2,,2,,2,2,120,45,1,70,70,6.36415509509698
7790082,1,1,6,1,2,1,1200000,2,,2,,2,2,144,60,1,70,70,6.36415509509698
7790082,1,1,7,1,2,1,1000000,2,,2,,2,2,360,70,1,70,70,6.36415509509698
7790129,1,1,1,3,,2,,2,,,,2,2,36,51,1,76,76,91.3333305316327
7790234,1,1,1,3,,1,,2,,,,2,2,60,65,1,88,88,12.4430505110028
7790237,1,1,1,1,2,1,900000,2,,2,,2,2,3,33,1,88,88,6.66513712004239
7790238,1,1,1,3,,2,,2,,,,2,2,6,18,1,88,88,10.5304710052192
7790296,1,2,1,1,2,1,675000,2,,2,,2,2,24,26,2,13,"",21.7965381765668
7790303,1,2,1,1,2,1,800000,2,,2,,2,2,60,42,1,13,"",145.839814859134
7790420,1,3,1,2,,2,,2,,,,2,2,120,46,2,25,"",5.87118479024212
7790471,1,1,1,1,1,1,600000,2,,2,,2,2,12,30,2,25,"",328.88685404925
7790471,1,1,2,1,1,2,600000,2,,2,,2,2,24,30,2,25,"",328.88685404925
7790471,1,1,3,1,1,2,600000,2,,2,,2,2,12,30,2,25,"",328.88685404925
7790533,1,1,1,1,2,2,1200000,2,,2,,2,2,2,25,1,41,"",136.331857011983
7790533,1,1,2,1,2,2,1200000,2,,2,,2,2,1,36,1,41,"",136.331857011983
7790565,1,1,1,3,,1,,2,,,,2,2,24,28,2,41,"",158.334101599221
7790585,1,1,1,1,2,2,900000,2,,2,,2,2,36,25,2,41,"",117.429311813471
7790585,1,1,2,1,2,1,900000,2,,2,,2,2,36,37,2,41,"",117.429311813471
7790590,1,3,1,1,2,2,800000,2,,2,,2,2,8,22,1,41,"",23.7769775512805
7790590,1,3,2,1,2,2,800000,2,,2,,2,2,10,18,1,41,"",23.7769775512805
7790591,1,2,1,1,2,1,1300000,2,,2,,2,2,5,32,1,41,"",33.7105163561921
7790595,1,1,1,1,2,2,1000000,2,,2,,2,2,9,24,1,41,"",59.6887382138575
7790600,1,1,1,1,2,1,1300000,2,,2,,2,2,6,52,1,41,"",31.5038835853181
7790604,1,1,1,3,,2,,2,,,,2,2,36,56,2,41,"",66.0095544753884
7790604,1,1,2,3,,2,,2,,,,2,2,36,32,2,41,"",66.0095544753884
7790607,1,1,1,3,,1,,2,,,,2,2,2,24,2,41,"",64.1781810590928
7790630,1,1,1,1,2,1,1560000,2,,2,,2,2,3,26,2,41,"",107.626782885587
7790630,1,1,2,1,2,1,1560000,2,,2,,2,2,3,32,2,41,"",107.626782885587
7790632,1,1,1,3,,1,,2,,,,2,2,24,24,2,41,"",104.175884105791
7790632,1,1,2,3,,2,,2,,,,2,2,8,26,2,41,"",104.175884105791
7790638,1,2,1,3,,1,,2,,,,2,2,180,45,2,41,"",69.2823553540064
7790652,1,1,1,3,,2,,2,,,,2,2,4,66,2,41,"",52.973697058015
7790657,1,1,1,1,2,1,500000,2,,2,,2,2,48,65,2,41,"",80.3646135813773
7790657,1,1,1,2,,1,,2,,,,2,2,48,27,2,41,"",80.3646135813773
7790657,1,1,2,1,2,1,500000,2,,2,,2,2,48,34,2,41,"",80.3646135813773
7790657,1,1,2,2,,1,,2,,,,2,2,48,25,2,41,"",80.3646135813773
7790657,1,1,3,2,,1,,2,,,,2,2,48,26,2,41,"",80.3646135813773
7790657,1,1,4,2,,1,,2,,,,2,2,48,23,2,41,"",80.3646135813773
7790657,1,1,5,2,,1,,2,,,,2,2,40,20,2,41,"",80.3646135813773
7790658,1,1,1,1,2,1,1300000,2,,2,,2,2,9,33,2,41,"",60.0086858867168
7790658,1,1,2,1,2,1,1300000,1,104000,2,,1,1,6,24,2,41,"",60.0086858867168
7790658,1,1,3,1,2,1,1300000,1,104000,2,,1,1,10,40,2,41,"",60.0086858867168
7790662,1,1,1,1,2,1,1250000,2,,2,,2,2,1,19,2,15,"",15.3198410544282
7790662,1,1,2,1,2,1,1250000,2,,2,,2,2,6,18,2,15,"",15.3198410544282
7790662,1,1,3,1,2,1,1250000,2,,2,,2,2,12,20,2,15,"",15.3198410544282
7790662,1,1,4,1,2,1,1250000,2,,2,,2,2,48,25,2,15,"",15.3198410544282
7790662,1,1,5,1,2,1,1250000,2,,2,,2,2,60,30,2,15,"",15.3198410544282
7790664,1,1,1,3,,1,,2,,,,2,2,500,77,2,15,"",7.82459142450871
7790744,1,2,1,1,2,2,240000,2,,2,,2,2,36,60,2,15,"",101.030538888785
7790751,1,1,1,3,,1,,2,,,,2,2,36,36,2,15,"",190.211314463198
7790752,1,1,1,1,2,1,200000,2,,2,,2,2,24,60,2,15,"",101.030538888785
7790773,1,1,1,1,2,1,400000,2,,2,,2,2,6,24,1,15,"",330.164878732071
7790803,1,1,1,3,,1,,2,,,,2,2,84,27,2,68,"",13.6452155534928
7790846,1,1,1,1,2,1,600000,2,,2,,2,2,4,18,2,76,"",60.0929151305671
7790876,1,2,1,1,2,2,1000000,2,,2,,2,2,3,25,1,76,"",232.911757316278
7790876,1,2,1,2,,1,,2,,,,2,2,2,35,1,76,"",232.911757316278
7790879,1,1,1,1,2,2,900000,2,,2,,2,2,72,30,1,76,"",241.202466946098
7790879,1,1,2,1,2,2,900000,2,,2,,2,2,72,35,1,76,"",241.202466946098
7790879,1,1,3,1,2,2,900000,2,,2,,2,2,72,40,1,76,"",241.202466946098
7790879,1,1,4,1,2,2,900000,2,,2,,2,2,72,45,1,76,"",241.202466946098
7790880,1,2,1,1,2,2,1000000,2,,2,,2,2,5,32,1,76,"",162.165892597073
7790887,1,1,1,1,2,1,1000000,2,,2,,2,2,12,48,2,76,"",97.3405107551505
7790887,1,1,2,1,2,1,1000000,2,,2,,2,2,12,30,2,76,"",97.3405107551505
7790890,1,1,1,1,2,1,1000000,2,,2,,2,2,8,55,2,76,"",89.4641111890952
7790898,1,1,1,3,,1,,2,,,,2,2,216,35,2,76,"",89.4641111890952
7790898,1,1,2,3,,2,,2,,,,2,2,156,29,2,76,"",89.4641111890952
7790899,1,1,1,1,2,1,1000000,2,,2,,2,2,6,35,2,76,"",116.822206288569
7790899,1,1,1,2,,1,,2,,,,2,2,130,66,2,76,"",116.822206288569
7790923,1,1,1,1,2,1,500000,2,,2,,2,2,3,22,2,76,"",245.953951221787
7790930,1,1,1,1,2,1,1500000,2,,2,,2,2,96,40,2,76,"",25.3424505056566
7790930,1,1,2,1,2,1,1200000,2,,2,,2,2,12,30,2,76,"",25.3424505056566
7790947,1,1,1,3,,2,,2,,,,2,2,240,63,2,76,"",10.4104439658857
7790951,1,2,1,1,2,1,600000,2,,2,,2,2,10,55,2,76,"",177.567068678289
7790951,1,2,1,2,,1,,2,,,,2,2,48,40,2,76,"",177.567068678289
7790952,1,1,1,3,,2,,2,,,,2,2,84,20,2,76,"",10.4104439658857
7790952,1,1,2,3,,2,,2,,,,2,2,84,59,2,76,"",10.4104439658857
7790952,1,1,3,3,,2,,2,,,,2,2,84,32,2,76,"",10.4104439658857
7790952,1,1,4,3,,1,,2,,,,2,2,84,64,2,76,"",10.4104439658857
7790961,1,1,1,1,2,1,1800000,2,,2,,2,2,48,42,2,76,"",23.2305796301853
7790993,1,3,1,1,2,1,1200000,2,,2,,2,2,1,39,1,17,"",144.980989637221
7791022,1,1,1,2,,1,,2,,,,2,2,15,21,1,17,"",70.7522495390266
7791065,1,1,1,3,,1,,2,,,,2,2,24,47,2,17,"",39.1483041724612
7791068,1,1,1,3,,2,,2,,,,2,2,5,35,2,17,"",64.492229363127
7791194,1,1,1,1,2,2,1300000,2,,2,,2,2,100,39,2,17,"",5.30621307088009
7791194,1,1,2,1,2,2,1300000,2,,2,,2,2,40,52,2,17,"",5.30621307088009
7791194,1,1,3,1,2,1,1000000,2,,2,,2,2,21,72,2,17,"",5.30621307088009
7791194,1,1,4,1,2,1,1600000,2,,2,,2,2,42,41,2,17,"",5.30621307088009
7791298,1,1,1,1,2,1,1300000,2,,2,,2,2,18,32,1,63,"",51.5802216710557
7791298,1,1,1,3,,2,,2,,,,2,2,48,47,1,63,"",51.5802216710557
7791298,1,1,2,1,2,1,1300000,2,,2,,2,2,12,31,1,63,"",51.5802216710557
7791298,1,1,3,1,2,1,1300000,2,,2,,2,2,12,30,1,63,"",51.5802216710557
7791305,1,1,1,1,2,2,1300000,1,377400,2,,1,2,18,26,2,63,"",12.2990041433134
7791305,1,1,2,1,2,2,1300000,1,377400,2,,1,2,18,23,2,63,"",12.2990041433134
7791401,1,4,1,2,,1,,1,377000,,,2,2,12,27,1,05,05,72.5722576644944
7791434,1,1,1,3,,2,,2,,,,2,2,54,28,1,08,08,46.174792107602
7791435,1,9,1,3,,2,,2,,,,2,2,60,67,1,08,08,39.8904530035742
7791445,1,1,1,1,2,2,140000,2,,2,,2,2,120,52,1,08,08,32.019127769325
7791445,1,1,2,1,2,1,1200000,2,,2,,2,2,24,35,1,08,08,32.019127769325
7791445,1,1,3,1,2,1,1080000,2,,2,,2,2,3,48,1,08,08,32.019127769325
7791457,1,1,1,1,2,1,1300000,1,370000,2,,2,2,18,28,1,08,08,51.4021087236067
7791457,1,1,1,2,,2,,2,,,,2,2,96,33,1,08,08,51.4021087236067
7791468,1,1,1,1,2,2,400000,2,,2,,2,2,2,28,1,08,08,44.5797997952222
7791480,1,2,1,3,,2,,2,,,,2,2,240,58,1,08,08,41.9192041268773
7791483,1,5,1,2,,1,,2,,,,2,2,30,45,1,08,08,50.2836469616681
7791492,1,2,1,2,,2,,2,,,,2,2,60,77,1,08,08,65.3285559461919
7791499,1,1,1,2,,1,,2,,,,2,2,60,37,1,08,08,285.251506202656
7791502,1,1,1,2,,2,,2,,,,2,2,36,22,1,08,08,81.1158544105806
7791522,1,2,1,1,2,2,900000,2,,2,,2,2,7,24,1,08,08,38.4789934230016
7791577,1,1,1,3,,2,,2,,,,2,2,25,60,1,11,11,140.706267543084
7791635,1,2,1,1,1,2,2800000,2,,2,,2,2,48,59,1,11,11,431.898196507656
7791635,1,2,2,1,1,2,1600000,2,,2,,2,2,12,58,1,11,11,431.898196507656
7791635,1,2,3,1,1,2,2500000,2,,2,,2,2,18,23,1,11,11,431.898196507656
7791654,1,1,1,3,,2,,2,,,,2,2,61,47,1,11,11,232.443789678078
7791714,1,1,1,2,,1,,2,,,,2,2,36,35,1,15,15,8.88028467103443
7791724,1,2,1,1,1,1,1300000,1,370500,1,853795,1,1,180,54,1,15,15,11.1673007186255
7791724,1,2,2,1,1,1,1300000,1,370500,1,853795,1,1,96,36,1,15,15,11.1673007186255
7791724,1,2,3,1,1,1,1300000,1,370500,1,853795,1,1,72,36,1,15,15,11.1673007186255
7791724,1,2,4,1,1,2,1300000,1,370500,1,853795,1,1,24,26,1,15,15,11.1673007186255
7791724,1,2,5,1,1,2,1300000,1,370500,2,,1,1,180,53,1,15,15,11.1673007186255
7791748,1,1,1,1,2,1,1400000,1,370500,1,853795,1,1,24,25,1,15,15,11.0849407012181
7791748,1,1,2,1,1,2,720000,1,370301,2,,1,1,5,20,1,15,15,11.0849407012181
7791756,1,4,1,1,2,2,525000,2,,2,,2,2,1,27,1,15,15,5.68674424404841
7791802,1,4,1,2,,1,,2,,,,2,2,24,62,1,17,17,19.9223982822821
7791802,1,4,2,2,,1,,2,,,,2,2,24,48,1,17,17,19.9223982822821
7791913,1,2,1,1,1,1,1500000,2,,2,,2,2,76,45,1,18,18,8.5656211271114
7791913,1,2,1,2,,2,,2,,,,2,2,120,31,1,18,18,8.5656211271114
7791923,1,1,1,1,2,2,1300000,2,,2,,2,2,4,22,1,18,18,5.66563242849738
7791923,1,1,1,2,,2,,2,,,,2,2,120,38,1,18,18,5.66563242849738
7791923,1,1,2,1,1,2,1300000,1,266000,1,1160000,1,2,72,36,1,18,18,5.66563242849738
7791942,1,1,1,2,,2,,2,,,,2,2,42,49,1,18,18,14.6446150451456
7791948,1,1,1,3,,2,,2,,,,2,2,24,22,1,18,18,2.79841398640437
7791959,1,1,1,1,2,2,672000,2,,2,,2,2,120,34,1,19,19,10.1211119475361
7791968,1,1,1,1,2,2,418733,2,,2,,2,2,24,20,1,19,19,18.7922415412749
7792014,1,1,1,3,,1,,2,,,,2,2,48,53,1,20,20,29.8463270935274
7792014,1,1,2,3,,2,,2,,,,2,2,48,17,1,20,20,29.8463270935274
7792032,1,1,1,3,,2,,2,,,,2,2,84,26,1,20,20,16.9646108500447
7792045,1,1,1,1,2,2,1500000,2,,2,,2,2,156,45,1,20,20,36.3710884945758
7792045,1,1,2,1,2,2,1500000,2,,2,,2,2,84,42,1,20,20,36.3710884945758
7792045,1,1,3,1,2,2,1500000,2,,2,,2,2,84,38,1,20,20,36.3710884945758
7792045,1,1,4,1,2,1,1500000,2,,2,,2,2,156,40,1,20,20,36.3710884945758
7792052,1,2,1,1,2,2,950000,2,,2,,2,2,84,64,1,20,20,13.7810992477007
7792052,1,2,2,1,2,2,950000,2,,2,,2,2,5,19,1,20,20,13.7810992477007
7792052,1,2,3,1,2,2,950000,2,,2,,2,2,60,40,1,20,20,13.7810992477007
7792052,1,2,4,1,2,2,950000,2,,2,,2,2,60,55,1,20,20,13.7810992477007
7792060,1,1,1,1,2,1,750000,2,,2,,2,2,13,999,1,20,20,14.0064409876619
7792115,1,1,1,3,,2,,2,,,,2,2,240,65,1,23,23,18.1728143780192
7792224,1,1,1,3,,2,,2,,,,2,2,60,33,1,41,41,17.0778188924498
7792248,1,1,1,1,2,1,886915,2,,2,,2,2,60,49,1,44,44,11.9526761863132
7792248,1,1,1,3,,2,,2,,,,2,2,60,35,1,44,44,11.9526761863132
7792248,1,1,2,1,2,1,886915,2,,2,,2,2,48,45,1,44,44,11.9526761863132
7792248,1,1,3,1,2,1,886915,2,,2,,2,2,48,32,1,44,44,11.9526761863132
7792248,1,1,4,1,2,2,886915,2,,2,,2,2,24,28,1,44,44,11.9526761863132
7792249,1,1,1,3,,2,,2,,,,2,2,9,24,1,44,44,3.41000337515932
7792249,1,1,2,3,,1,,2,,,,2,2,9,19,1,44,44,3.41000337515932
7792257,1,1,1,3,,1,,2,,,,2,2,36,24,1,44,44,10.450786653375
7792265,1,2,1,1,2,1,600000,2,,2,,2,2,8,23,1,44,44,6.47516133048427
7792271,1,1,1,3,,1,,2,,,,2,2,120,61,1,44,44,4.16455139871277
7792271,1,1,2,3,,1,,2,,,,2,2,36,15,1,44,44,4.16455139871277
7792282,1,1,1,3,,1,,2,,,,2,2,48,32,1,44,44,13.2886310611763
7792285,1,1,1,1,2,1,800000,2,,2,,2,2,18,55,1,44,44,9.07902430176852
7792441,1,1,1,3,,2,,2,,,,2,2,500,70,1,50,50,21.5083448382026
7792441,1,1,2,3,,1,,2,,,,2,2,241,46,1,50,50,21.5083448382026
7792453,1,1,1,1,1,1,1248750,2,,1,742395,2,2,60,45,1,50,50,18.2754028793764
7792453,1,1,2,1,1,1,1248750,2,,1,742395,2,2,42,37,1,50,50,18.2754028793764
7792453,1,1,3,1,1,2,1248750,2,,1,742395,2,2,42,34,1,50,50,18.2754028793764
7792484,1,2,1,1,1,1,1600000,2,,2,,2,2,120,51,1,50,50,15.7060832317894
7792488,1,1,1,3,,2,,2,,,,2,2,3,43,1,50,50,29.18919060961
7792497,1,1,1,1,2,1,1400000,2,,2,,2,2,3,999,1,50,50,15.4846775608807
7792506,1,1,1,1,1,1,1330000,1,266500,2,,2,2,15,60,1,52,52,15.2211384707887
7792506,1,1,1,2,,1,,2,,,,2,2,240,51,1,52,52,15.2211384707887
7792506,1,1,2,1,1,1,1330000,1,266500,2,,2,2,36,59,1,52,52,15.2211384707887
7792506,1,1,3,1,1,1,1330000,1,266500,2,,2,2,24,34,1,52,52,15.2211384707887
7792506,1,1,4,1,1,2,1330000,1,266500,2,,2,2,16,29,1,52,52,15.2211384707887
7792512,1,1,1,1,1,1,850000,2,,2,,2,2,152,40,1,52,52,16.9195773432289
7792512,1,1,2,1,1,2,800000,2,,2,,2,2,152,38,1,52,52,16.9195773432289
7792525,1,1,1,2,,1,,2,,,,2,2,120,45,1,52,52,18.8854706684996
