DIRECTORIO,SECUENCIA_PH,SECUENCIA_P,SECUENCIA_ENCUESTA,TIPO,P3077,P3078,P3079,P3080,P3081,P3082,P3083,P3084,P2990,P3085,P3099,CLASE_TE,COD_DEPTO,AREA,F_EXP
7726828,1,1,1,3,,2,,2,,,,2,2,13,66,1,18,"",37.5458798177928
7726842,1,3,1,1,2,1,1000000,2,,2,,2,2,14,37,1,41,"",94.7526605193727
7726842,1,3,1,3,,2,,2,,,,2,2,84,33,1,41,"",94.7526605193727
7726854,1,1,1,1,2,2,900000,2,,2,,2,2,9,25,1,41,"",42.3391151847648
7726854,1,1,1,2,,2,,2,,,,2,2,192,48,1,41,"",42.3391151847648
7726854,1,1,2,1,2,2,900000,2,,2,,2,2,6,34,1,41,"",42.3391151847648
7726854,1,1,3,1,2,2,900000,2,,2,,2,2,2,38,1,41,"",42.3391151847648
7726863,1,4,1,3,,1,,1,136000,,,1,2,12,26,2,41,"",33.8383467697674
7726865,1,5,1,1,2,1,1300000,2,,2,,2,2,1,35,2,41,"",120.388191047156
7726865,1,5,1,2,,1,,2,,,,2,2,2,38,2,41,"",120.388191047156
7726869,1,1,1,1,2,1,1000000,1,136000,2,,2,2,8,38,2,41,"",38.0324960565896
7726899,1,1,1,3,,2,,2,,,,2,2,62,29,2,41,"",177.852743411566
7726922,1,1,1,3,,2,,2,,,,2,2,36,25,2,41,"",205.356951744147
7726923,1,1,1,3,,1,,2,,,,2,2,72,19,2,41,"",205.356951744147
7726923,1,1,2,3,,1,,2,,,,2,2,72,16,2,41,"",205.356951744147
7726923,1,3,1,3,,1,,2,,,,2,2,72,45,2,41,"",205.356951744147
7726923,1,3,2,3,,1,,2,,,,2,2,72,16,2,41,"",205.356951744147
7726925,1,1,1,3,,2,,2,,,,2,2,71,25,2,41,"",150.328848505758
7726926,1,1,1,3,,2,,2,,,,2,2,80,27,2,41,"",106.797496762123
7726927,1,1,1,3,,2,,2,,,,2,2,84,33,2,41,"",150.328848505758
7726927,1,1,2,3,,1,,2,,,,2,2,20,16,2,41,"",150.328848505758
7726927,1,1,3,3,,1,,2,,,,2,2,5,11,2,41,"",150.328848505758
7726934,1,1,1,3,,1,,2,,,,2,2,15,39,2,41,"",79.2736018563151
7726935,1,1,1,1,2,1,240000,2,,2,,2,2,6,40,2,41,"",51.3392379360366
7726974,1,1,1,2,,1,,2,,,,2,2,180,60,2,15,"",174.247126342854
7726991,1,1,1,2,,1,,2,,,,2,2,36,56,2,15,"",145.994664455424
7726991,1,1,2,2,,1,,2,,,,2,2,12,65,2,15,"",145.994664455424
7726991,1,1,3,2,,1,,2,,,,2,2,6,50,2,15,"",145.994664455424
7726993,1,1,1,2,,2,,2,,,,2,2,480,63,2,15,"",114.659278154758
7727010,1,1,1,2,,1,,2,,,,2,2,42,26,2,15,"",226.503583990716
7727016,1,3,1,2,,1,,2,,,,2,2,144,67,2,15,"",181.461261716857
7727022,1,1,1,2,,1,,2,,,,2,2,144,60,1,15,"",121.586831285034
7727083,1,2,1,1,2,2,1500000,2,,2,,2,2,48,28,1,50,"",61.4127936292966
7727083,1,2,2,1,2,2,1500000,2,,2,,2,2,24,24,1,50,"",61.4127936292966
7727083,1,2,3,1,2,2,1500000,2,,2,,2,2,6,35,1,50,"",61.4127936292966
7727116,1,3,1,1,2,1,2000000,2,,2,,2,2,36,35,1,50,"",70.4870393585133
7727116,1,3,1,2,,1,,2,,,,2,2,60,38,1,50,"",70.4870393585133
7727126,1,2,1,1,2,1,1300000,1,266500,2,,1,2,5,28,1,50,"",62.2697339926607
7727165,1,1,1,2,,1,,2,,,,2,2,24,54,2,50,"",22.6330231003126
7727165,1,1,2,2,,1,,2,,,,2,2,24,64,2,50,"",22.6330231003126
7727177,1,1,1,1,2,1,2500000,2,,2,,2,2,12,30,2,50,"",37.6513546680901
7727177,1,1,2,1,2,1,2500000,2,,2,,2,2,9,35,2,50,"",37.6513546680901
7727179,1,1,1,1,1,1,1200000,2,,2,,2,2,9,28,2,50,"",36.90559254315
7727179,1,1,1,3,,2,,2,,,,2,2,48,57,2,50,"",36.90559254315
7727179,1,1,2,1,1,1,1200000,2,,2,,2,2,6,26,2,50,"",36.90559254315
7727179,1,1,3,1,1,1,1200000,2,,2,,2,2,3,25,2,50,"",36.90559254315
7727260,1,1,1,1,2,2,500000,2,,2,,2,2,24,30,1,50,"",59.5703643987091
7727262,1,1,1,1,2,1,1200000,2,,2,,2,2,23,44,1,50,"",106.642944385243
7727360,1,1,1,1,2,1,1300000,2,,2,,2,2,2,52,2,50,"",64.7128487955131
7727375,1,1,1,1,2,1,1200000,2,,2,,2,2,12,35,2,50,"",64.7128487955131
7727375,1,1,2,1,2,1,1200000,2,,2,,2,2,11,45,2,50,"",64.7128487955131
7727375,1,1,3,1,2,2,600000,2,,2,,2,2,12,30,2,50,"",64.7128487955131
7727417,1,1,1,1,2,1,1250000,2,,2,,2,2,36,33,2,68,"",55.1596987748721
7727417,1,1,2,1,2,1,1250000,2,,2,,2,2,24,28,2,68,"",55.1596987748721
7727418,1,1,1,1,2,1,1200000,2,,2,,2,2,6,38,2,68,"",89.9864724685084
7727418,1,1,1,3,,1,,2,,,,2,2,32,46,2,68,"",89.9864724685084
7727420,1,1,1,1,2,1,380000,2,,2,,2,2,12,23,2,68,"",102.649969215827
7727420,1,1,1,3,,1,,2,,,,2,2,35,28,2,68,"",102.649969215827
7727420,1,1,2,1,2,1,800000,2,,2,,2,2,20,45,2,68,"",102.649969215827
7727420,1,1,3,1,2,1,650000,2,,2,,2,2,10,32,2,68,"",102.649969215827
7727424,1,1,1,1,2,1,750000,2,,2,,2,2,10,58,2,68,"",98.6335266268328
7727424,1,1,1,3,,1,,2,,,,2,2,21,22,2,68,"",98.6335266268328
7727424,1,1,2,1,2,1,840000,2,,2,,2,2,9,37,2,68,"",98.6335266268328
7727429,1,1,1,1,2,1,400000,2,,2,,2,2,20,58,2,68,"",87.9266392265862
7727429,1,1,1,3,,1,,2,,,,2,2,26,19,2,68,"",87.9266392265862
7727431,1,1,1,1,2,1,1500000,2,,2,,2,2,48,40,2,68,"",77.7287217793093
7727431,1,1,2,1,2,1,1300000,2,,2,,2,2,24,32,2,68,"",77.7287217793093
7727437,1,1,1,1,2,1,1300000,2,,2,,2,2,210,30,2,68,"",92.2896243604569
7727439,1,1,1,1,2,1,1300000,1,400000,2,,1,2,12,21,2,68,"",53.4566595637334
7727439,1,1,2,1,2,1,1300000,1,200000,2,,1,2,12,32,2,68,"",53.4566595637334
7727441,1,2,1,1,2,1,1200000,2,,2,,2,2,24,36,2,68,"",85.4607426201444
7727441,1,2,2,1,2,1,1200000,2,,2,,2,2,24,27,2,68,"",85.4607426201444
7727446,1,1,1,1,2,1,1050000,2,,2,,2,2,12,30,2,68,"",38.5481406297135
7727446,1,1,2,1,2,1,1050000,2,,2,,2,2,12,40,2,68,"",38.5481406297135
7727447,1,1,1,1,2,1,1400000,1,130000,2,,1,2,12,42,2,68,"",108.903951987279
7727447,1,1,1,3,,1,,2,,,,2,2,312,26,2,68,"",108.903951987279
7727447,1,1,2,1,2,1,1400000,1,130000,2,,1,2,7,34,2,68,"",108.903951987279
7727473,1,1,1,1,2,1,600000,2,,2,,2,2,10,28,2,68,"",123.83551452029
7727568,1,1,1,1,2,1,800000,2,,2,,2,2,6,16,2,54,"",47.832015815029
7727577,1,1,1,1,2,1,1500000,2,,2,,2,2,11,46,2,54,"",20.5021747367534
7727577,1,1,2,1,2,2,1200000,2,,2,,2,2,8,32,2,54,"",20.5021747367534
7727577,1,1,3,1,2,2,600000,2,,2,,2,2,7,28,2,54,"",20.5021747367534
7727578,1,1,1,1,2,2,1300000,2,,2,,2,2,3,25,2,54,"",25.9604778217463
7727578,1,1,2,1,2,2,1300000,2,,2,,2,2,2,26,2,54,"",25.9604778217463
7727578,1,1,3,1,2,2,1300000,2,,2,,2,2,2,29,2,54,"",25.9604778217463
7727579,1,1,1,3,,2,,2,,,,2,2,90,90,2,54,"",32.8201851553312
7727580,1,1,1,1,2,2,600000,2,,2,,2,2,6,34,2,54,"",23.0922369698884
7727583,1,2,1,1,2,2,700000,2,,2,,2,2,10,32,2,54,"",32.8201851553312
7727596,1,1,1,3,,2,,2,,,,2,2,120,56,1,76,"",177.372196751025
7727690,1,1,1,1,1,1,1200000,2,,2,,2,2,12,47,1,76,"",259.619540485118
7727690,1,2,1,1,1,2,840000,2,,2,,2,2,72,50,1,76,"",259.619540485118
7727690,1,2,2,1,1,2,1040000,2,,2,,2,2,12,65,1,76,"",259.619540485118
7727725,1,1,1,3,,1,,2,,,,2,2,120,41,2,76,"",167.472706165705
7727776,1,2,1,1,1,1,480000,2,,2,,2,2,36,55,1,52,"",76.2012303112597
7727776,1,2,2,1,1,1,480000,2,,2,,2,2,36,48,1,52,"",76.2012303112597
7727776,1,2,3,1,1,2,480000,2,,2,,2,2,24,36,1,52,"",76.2012303112597
7727781,1,1,1,1,1,1,600000,2,,2,,2,2,36,40,1,52,"",61.1411050197083
7727781,1,1,2,1,1,1,600000,2,,2,,2,2,36,24,1,52,"",61.1411050197083
7727797,1,1,1,1,2,1,1300000,2,,2,,2,2,8,55,2,52,"",199.559375172896
7727797,1,1,2,1,2,1,1300000,2,,2,,2,2,36,45,2,52,"",199.559375172896
7727797,1,1,3,1,2,1,1300000,2,,2,,2,2,25,44,2,52,"",199.559375172896
7727806,1,1,1,2,,2,,2,,,,2,2,500,70,2,52,"",93.6481343292283
7727816,1,2,1,1,1,1,720000,2,,2,,2,2,36,55,2,52,"",110.826222218727
7727816,1,2,2,1,1,1,720000,2,,2,,2,2,12,40,2,52,"",110.826222218727
7727816,1,2,3,1,1,2,720000,2,,2,,2,2,180,45,2,52,"",110.826222218727
7727819,1,1,1,1,1,1,800000,2,,2,,2,2,24,30,2,52,"",93.6481343292283
7727819,1,1,2,1,1,1,800000,2,,2,,2,2,36,24,2,52,"",93.6481343292283
7727835,1,1,1,3,,2,,2,,,,2,2,6,23,1,19,"",60.583465620933
7727835,1,1,2,3,,2,,2,,,,2,2,3,19,1,19,"",60.583465620933
7727846,1,3,1,1,2,2,200000,2,,2,,2,2,6,56,1,19,"",84.6164473195251
7727848,1,1,1,1,2,1,700000,2,,2,,2,2,24,30,2,19,"",230.823939058079
7727848,1,1,1,3,,1,,2,,,,2,2,24,37,2,19,"",230.823939058079
7727853,1,1,1,3,,1,,2,,,,2,2,1,28,2,19,"",240.149528979645
7727853,1,1,2,3,,1,,2,,,,2,2,1,25,2,19,"",240.149528979645
7727853,1,1,3,3,,1,,2,,,,2,2,1,21,2,19,"",240.149528979645
7727854,1,1,1,3,,1,,2,,,,2,2,9,40,2,19,"",240.149528979645
7727871,1,1,1,3,,2,,2,,,,2,2,12,29,2,19,"",152.385452853338
7727886,1,1,1,1,1,1,800000,2,,2,,2,2,60,28,2,19,"",268.877043257184
7727886,1,1,1,3,,1,,2,,,,2,2,12,38,2,19,"",268.877043257184
7727887,1,1,1,3,,1,,2,,,,2,2,120,24,2,19,"",288.228471438196
7727887,1,1,2,3,,1,,2,,,,2,2,12,22,2,19,"",288.228471438196
7727903,1,1,1,1,1,2,1462000,1,166500,1,194538,1,1,120,30,1,19,"",116.479229308394
7727903,1,1,2,1,2,1,500000,2,,2,,2,2,25,45,1,19,"",116.479229308394
7727925,1,1,1,1,1,1,1200000,2,,2,,2,2,18,24,1,19,"",117.715776230244
7727946,1,2,1,1,2,2,320000,2,,2,,2,2,5,35,2,19,"",210.478856681595
7727946,1,2,2,1,2,2,320000,2,,2,,2,2,6,32,2,19,"",210.478856681595
7727951,1,1,1,3,,2,,2,,,,2,2,12,25,1,19,"",73.0633351171204
7727955,1,1,1,1,2,1,800000,2,,2,,2,2,12,63,2,19,"",166.887541058087
7727974,1,1,1,3,,2,,2,,,,2,2,24,27,2,19,"",126.169033248274
7727986,1,1,1,1,2,1,300000,2,,2,,2,2,24,24,2,19,"",130.638158673813
7727986,1,1,2,1,2,1,300000,2,,2,,2,2,24,22,2,19,"",130.638158673813
7727994,1,1,1,1,1,1,1200000,2,,2,,2,2,100,39,1,19,"",79.3487997693591
7727994,1,1,1,3,,2,,2,,,,2,2,150,80,1,19,"",79.3487997693591
7728001,1,1,1,3,,1,,2,,,,2,2,9,26,1,19,"",99.033415372211
7728003,1,1,1,1,1,1,200000,2,,2,,2,2,10,30,2,19,"",163.832038308449
7728015,1,1,1,1,1,1,1200000,2,,2,,2,2,12,29,2,19,"",307.641300217547
7728018,1,1,1,1,1,1,600000,2,,2,,2,2,13,32,2,19,"",307.641300217547
7728022,1,1,1,1,1,1,550000,2,,2,,2,2,13,18,2,19,"",296.933934718367
7728022,1,1,1,2,,1,,2,,,,2,2,12,35,2,19,"",296.933934718367
7728023,1,1,1,1,2,1,450000,2,,2,,2,2,36,40,2,19,"",165.830447131518
7728024,1,1,1,1,1,1,1300000,2,,2,,2,2,12,50,2,19,"",323.387482197273
7728029,1,1,1,1,1,2,900000,2,,2,,2,2,4,23,1,19,"",102.429711420122
7728029,1,1,2,1,1,2,900000,2,,2,,2,2,1,35,1,19,"",102.429711420122
7728034,1,1,1,3,,2,,2,,,,2,2,80,35,1,19,"",187.527237495785
7728038,1,1,1,1,2,2,100000,2,,2,,2,2,60,41,1,19,"",57.0107758673326
7728044,1,1,1,3,,1,,2,,,,2,2,36,70,2,19,"",111.608197353168
7728044,1,1,2,3,,2,,2,,,,2,2,36,76,2,19,"",111.608197353168
7728052,1,1,1,1,2,1,150000,2,,2,,2,2,35,45,2,19,"",249.00474222489
7728052,1,1,2,1,2,1,150000,2,,2,,2,2,36,50,2,19,"",249.00474222489
7728052,1,1,3,1,2,1,150000,2,,2,,2,2,20,35,2,19,"",249.00474222489
7728055,1,4,1,2,,1,,2,,,,2,2,36,17,2,19,"",102.051822818412
7728055,1,4,2,2,,1,,2,,,,2,2,70,68,2,19,"",102.051822818412
7728055,1,4,3,2,,1,,2,,,,2,2,70,63,2,19,"",102.051822818412
7728055,1,9,1,2,,1,,2,,,,2,2,24,36,2,19,"",102.051822818412
7728057,1,1,1,1,2,1,200000,2,,2,,2,2,120,35,2,19,"",294.199188481022
7728059,1,1,1,2,,1,,2,,,,2,2,3,18,2,19,"",276.713402538985
7728062,1,1,1,1,1,1,1000000,2,,2,,2,2,180,24,2,19,"",287.147897236334
7728063,1,1,1,2,,1,,2,,,,2,2,120,22,2,19,"",254.82508648179
7728065,1,1,1,1,2,1,350000,2,,2,,2,2,35,55,1,19,"",43.8709760125703
7728065,1,1,2,1,2,1,350000,2,,2,,2,2,24,50,1,19,"",43.8709760125703
7728078,1,1,1,3,,2,,2,,,,2,2,110,34,2,19,"",119.326433509394
7728078,1,1,2,3,,1,,2,,,,2,2,110,48,2,19,"",119.326433509394
7728080,1,2,1,3,,1,,2,,,,2,2,12,16,2,19,"",230.836244407971
7728080,1,2,2,3,,2,,2,,,,2,2,204,34,2,19,"",230.836244407971
7728082,1,1,1,1,2,1,750000,2,,2,,2,2,24,20,2,19,"",247.848550911936
7728082,1,1,2,1,2,1,750000,2,,2,,2,2,56,35,2,19,"",247.848550911936
7728082,1,1,3,1,2,1,750000,2,,2,,2,2,87,39,2,19,"",247.848550911936
7728083,1,1,1,1,2,1,120000,2,,2,,2,2,48,24,1,19,"",77.1680423454893
7728083,1,1,2,1,2,1,120000,2,,2,,2,2,44,19,1,19,"",77.1680423454893
7728083,1,1,3,1,2,1,120000,2,,2,,2,2,36,29,1,19,"",77.1680423454893
7728083,1,1,4,1,2,2,120000,2,,2,,2,2,24,28,1,19,"",77.1680423454893
7728083,1,1,5,1,2,1,120000,2,,2,,2,2,36,25,1,19,"",77.1680423454893
7728140,1,1,1,1,1,1,1300000,1,350000,1,700000,1,2,100,41,2,17,"",92.4530967171354
7728140,1,1,1,3,,2,,2,,,,2,2,240,46,2,17,"",92.4530967171354
7728146,1,1,1,3,,1,,2,,,,2,2,500,56,2,17,"",27.4710724185019
7728155,1,1,1,3,,1,,2,,,,2,2,210,52,2,17,"",24.4416162760266
7728167,1,1,1,1,2,1,2200000,2,,2,,2,2,48,69,2,17,"",73.7536125273604
7728167,1,1,2,1,2,1,2200000,2,,2,,2,2,36,35,2,17,"",73.7536125273604
7728170,1,1,1,1,2,1,750000,2,,2,,2,2,2,44,2,17,"",24.4416162760266
7728173,1,1,1,1,2,1,600000,2,,2,,2,2,8,45,2,17,"",24.4416162760266
7728235,1,1,1,3,,2,,2,,,,2,2,89,21,1,17,"",132.094858260478
7728239,1,1,1,3,,2,,2,,,,2,2,480,61,1,17,"",50.6859694777481
7728258,1,1,1,2,,1,,2,,,,2,2,120,55,2,17,"",48.9916231781241
7728261,1,1,1,1,2,1,200000,2,,2,,2,2,180,79,2,17,"",27.9386358587337
7728285,1,1,1,1,1,2,1300000,1,379000,2,,1,1,100,50,2,17,"",76.9804185188296
7728285,1,1,2,1,1,1,1300000,1,379000,2,,1,1,96,26,2,17,"",76.9804185188296
7728289,1,1,1,1,2,1,2100000,2,,2,,2,2,8,49,2,17,"",19.2451046297074
7728299,1,1,2,1,2,2,500000,2,,2,,2,2,26,40,2,17,"",20.93349244392
7728299,1,1,3,1,2,2,500000,2,,2,,2,2,15,27,2,17,"",20.93349244392
7728299,1,1,4,1,2,2,600000,2,,2,,2,2,70,38,2,17,"",20.93349244392
7728299,1,1,1,1,2,1,1600000,2,,2,,2,2,3,23,2,17,"",20.93349244392
7728306,1,1,1,1,2,1,0,2,,2,,2,2,8,69,2,17,"",21.869437079213
7728306,1,1,1,3,,1,,2,,,,2,2,36,73,2,17,"",21.869437079213
7728306,1,1,2,3,,1,,2,,,,2,2,36,48,2,17,"",21.869437079213
7728306,1,1,3,3,,1,,2,,,,2,2,36,45,2,17,"",21.869437079213
7728309,1,3,1,2,,1,,2,,,,2,2,11,29,2,17,"",21.869437079213
7728332,1,1,1,1,2,2,1300000,1,110500,2,,1,2,10,48,1,63,"",70.3620379203097
7728364,1,1,1,1,1,2,1300000,2,,2,,2,2,24,32,1,66,"",25.5150266117076
7728364,1,1,2,1,1,2,1300000,2,,2,,2,2,24,30,1,66,"",25.5150266117076
7728431,1,1,1,1,2,1,500000,2,,2,,2,2,10,35,2,66,"",12.532361023777
7728431,1,1,2,1,2,1,500000,2,,2,,2,2,5,40,2,66,"",12.532361023777
7728472,1,1,1,1,2,1,1300000,2,,2,,2,2,36,32,1,05,"",378.743488936977
7728472,1,2,1,1,2,2,660000,2,,2,,2,2,60,36,1,05,"",378.743488936977
7728472,1,2,2,1,2,2,660000,2,,2,,2,2,72,48,1,05,"",378.743488936977
7728472,1,2,3,1,2,1,660000,2,,2,,2,2,76,26,1,05,"",378.743488936977
7728512,1,1,1,3,,1,,2,,,,2,2,12,23,2,05,"",210.670470692762
7728512,1,1,2,3,,1,,2,,,,2,2,6,19,2,05,"",210.670470692762
7728515,1,1,1,3,,1,,2,,,,2,2,6,20,2,05,"",216.106872747631
7728515,1,1,2,3,,1,,2,,,,2,2,6,19,2,05,"",216.106872747631
7728516,1,1,1,1,2,1,800000,2,,2,,2,2,3,26,2,05,"",200.849999934965
7728521,1,1,1,3,,2,,2,,,,2,2,120,38,2,05,"",139.955318035288
7728524,1,1,1,1,2,1,500000,2,,2,,2,2,6,25,1,05,"",193.992567503696
7728527,1,1,1,1,2,1,800000,2,,2,,2,2,12,26,2,05,"",216.106872747631
7728527,1,1,1,3,,1,,2,,,,2,2,6,20,2,05,"",216.106872747631
7728534,1,1,1,1,2,1,700000,2,,2,,2,2,4,29,2,05,"",239.400941127308
7728534,1,1,1,3,,1,,2,,,,2,2,3,22,2,05,"",239.400941127308
7728581,1,1,1,1,2,1,200000,2,,2,,2,2,24,45,1,23,"",255.223332439389
7728581,1,1,2,1,2,1,200000,2,,2,,2,2,20,56,1,23,"",255.223332439389
7728618,1,1,1,2,,1,,2,,,,2,2,120,60,2,23,"",268.542750700936
7728631,1,1,1,2,,1,,2,,,,2,2,240,45,1,23,"",231.019670646371
7728631,1,1,2,2,,1,,2,,,,2,2,240,52,1,23,"",231.019670646371
7728631,1,1,3,2,,1,,2,,,,2,2,180,50,1,23,"",231.019670646371
7728632,1,2,1,1,2,1,100000,2,,2,,2,2,36,35,1,23,"",193.846946929917
7728636,1,5,1,3,,2,,2,,,,2,2,72,38,1,23,"",90.5894703037104
7728649,1,1,1,1,2,2,150000,2,,2,,2,2,36,40,2,23,"",261.091730960416
7728658,1,2,1,3,,2,,2,,,,2,2,36,14,2,23,"",185.610284346419
7728670,1,1,1,2,,1,,2,,,,2,2,36,38,2,23,"",197.81017756231
7728670,1,1,2,2,,1,,2,,,,2,2,36,25,2,23,"",197.81017756231
7728670,1,2,1,2,,2,,2,,,,2,2,36,56,2,23,"",197.81017756231
7728670,1,2,2,2,,1,,2,,,,2,2,36,25,2,23,"",197.81017756231
7728670,1,3,1,2,,1,,2,,,,2,2,36,38,2,23,"",197.81017756231
7728670,1,3,2,2,,2,,2,,,,2,2,36,56,2,23,"",197.81017756231
7728675,1,2,1,1,2,1,300000,2,,2,,2,2,30,34,1,27,"",21.0974191277609
7728675,1,2,1,3,,1,,2,,,,2,2,12,28,1,27,"",21.0974191277609
7728695,1,1,1,3,,1,,2,,,,2,2,8,18,2,27,"",83.198910892155
7728695,1,1,2,3,,1,,2,,,,2,2,31,29,2,27,"",83.198910892155
7728703,1,1,1,2,,1,,2,,,,2,2,48,59,2,27,"",77.0365396440589
7728703,1,1,1,3,,1,,2,,,,2,2,48,50,2,27,"",77.0365396440589
7728703,1,1,2,3,,2,,2,,,,2,2,48,47,2,27,"",77.0365396440589
7728703,1,1,3,3,,1,,2,,,,2,2,24,30,2,27,"",77.0365396440589
7728761,1,1,1,1,2,2,1300000,1,320000,1,283000,1,1,48,39,1,05,"",64.5692892316313
7728802,1,2,1,2,,2,,1,342000,,,1,2,72,37,1,05,"",26.2188858984943
7728820,1,5,1,2,,1,,2,,,,2,2,10,29,1,05,05,227.080282614244
7728822,1,2,1,2,,1,,2,,,,2,2,36,35,1,05,05,190.369197953692
7728822,1,2,2,2,,1,,2,,,,2,2,120,52,1,05,05,190.369197953692
7728862,1,2,1,1,2,1,2400000,2,,2,,2,2,48,35,1,05,05,163.174712582373
7728862,1,2,2,1,2,1,1800000,2,,2,,2,2,24,27,1,05,05,163.174712582373
7728910,1,1,1,2,,2,,2,,,,2,2,72,53,1,05,05,167.467369668169
7728911,1,1,1,1,1,1,800000,2,,2,,2,2,36,28,1,05,05,151.24809350081
7728923,1,1,1,1,2,1,1800000,2,,2,,2,2,18,40,1,05,05,106.077941724616
7728923,1,1,1,2,,1,,2,,,,2,2,360,59,1,05,05,106.077941724616
7728945,1,1,1,1,2,1,1249875,2,,2,,2,2,3,38,1,05,05,53.1227540063492
7728945,1,1,2,1,2,1,1249875,2,,2,,2,2,2,25,1,05,05,53.1227540063492
7728976,1,1,1,1,1,2,1300000,1,381715,1,2762000,1,1,18,26,1,05,05,95.0866520851904
7728976,1,1,2,1,1,2,1300000,1,381715,2,,1,1,12,23,1,05,05,95.0866520851904
7729011,1,3,1,2,,1,,2,,,,2,2,24,25,1,05,05,137.225335696788
7729020,1,1,1,1,2,1,1500000,2,,2,,2,2,8,32,1,05,05,125.55822277986
7729064,1,2,1,1,1,1,1300000,1,381715,1,2762000,1,1,48,37,1,05,05,107.513323395963
7729064,1,2,2,1,1,1,1300000,1,381715,1,2762000,1,1,16,28,1,05,05,107.513323395963
7729064,1,2,3,1,1,1,1300000,1,381715,1,2762000,1,1,36,23,1,05,05,107.513323395963
7729064,1,2,4,1,1,2,1300000,1,381715,1,2762000,1,1,48,36,1,05,05,107.513323395963
7729064,1,2,5,1,1,2,1300000,1,381715,1,2762000,1,1,24,26,1,05,05,107.513323395963
7729082,1,3,1,1,2,1,100000,2,,2,,2,2,36,35,1,08,08,37.2866640563576
7729088,1,2,1,2,,2,,2,,,,2,2,84,45,1,08,08,117.517280540746
7729088,1,3,1,2,,1,,2,,,,2,2,18,28,1,08,08,117.517280540746
7729097,1,7,1,2,,1,,2,,,,2,2,58,72,1,08,08,94.2910479585382
7729103,1,1,1,1,2,1,280000,2,,2,,2,2,72,34,1,08,08,63.0328074614614
7729103,1,1,2,1,2,1,280000,2,,2,,2,2,6,28,1,08,08,63.0328074614614
7729108,1,1,1,3,,2,,2,,,,2,2,60,75,1,08,08,39.5180617281961
7729145,1,2,1,1,2,2,600000,2,,2,,2,2,24,25,1,08,08,55.8020054802188
7729145,1,2,2,1,2,1,600000,2,,2,,2,2,48,41,1,08,08,55.8020054802188
7729146,1,1,1,1,2,1,400000,2,,2,,2,2,18,30,1,08,08,42.1529441235588
7729146,1,2,1,3,,2,,2,,,,2,2,23,36,1,08,08,42.1529441235588
7729158,1,1,1,1,2,1,390000,2,,2,,2,2,23,32,1,08,08,49.2531923105992
7729158,1,1,2,1,2,2,260000,2,,2,,2,2,12,35,1,08,08,49.2531923105992
7729206,1,1,1,1,2,2,750000,2,,2,,2,2,3,26,1,08,08,301.535176545246
7729206,1,1,2,1,2,1,1200000,2,,2,,2,2,7,17,1,08,08,301.535176545246
7729206,1,1,3,1,2,1,1200000,2,,2,,2,2,12,57,1,08,08,301.535176545246
7729206,1,1,4,1,2,1,1200000,2,,2,,2,2,7,60,1,08,08,301.535176545246
7729228,1,1,1,1,2,1,825000,2,,2,,2,2,204,65,1,08,08,40.1500539405318
7729228,1,1,2,1,2,1,850000,2,,2,,2,2,200,32,1,08,08,40.1500539405318
7729241,1,2,1,2,,1,,2,,,,2,2,14,41,1,08,08,68.6039724264665
7729267,1,1,1,1,2,1,1550000,2,,2,,2,2,5,19,1,11,11,237.690216582622
7729267,1,1,2,1,2,1,1550000,2,,2,,2,2,1,21,1,11,11,237.690216582622
7729278,1,1,1,1,2,1,960000,2,,2,,2,2,1,30,1,11,11,291.571454558853
7729280,1,1,1,1,2,1,900000,2,,2,,2,2,48,36,1,11,11,232.630346558811
7729280,1,1,1,3,,2,,2,,,,2,2,48,30,1,11,11,232.630346558811
7729280,1,1,2,1,2,2,900000,2,,2,,2,2,25,46,1,11,11,232.630346558811
7729280,1,1,3,1,2,2,900000,2,,2,,2,2,48,61,1,11,11,232.630346558811
7729281,1,1,1,3,,2,,2,,,,2,2,180,63,1,11,11,245.000830940576
7729298,1,1,1,1,2,1,1300000,2,,2,,2,2,28,45,1,11,11,325.680041031332
7729318,1,2,1,1,2,1,1300000,2,,2,,2,2,25,25,1,11,11,375.207349150903
7729367,1,1,1,1,2,1,1462000,2,,2,,2,2,1,18,1,11,11,294.970676496839
7729367,1,1,1,2,,2,,3,165000,,,2,2,41,39,1,11,11,294.970676496839
7729367,1,1,2,1,2,1,1462000,2,,2,,2,2,36,27,1,11,11,294.970676496839
7729367,1,1,3,1,2,1,1462000,2,,2,,2,2,24,22,1,11,11,294.970676496839
7729367,1,1,4,1,2,1,1462000,2,,2,,2,2,41,39,1,11,11,294.970676496839
7729388,1,2,1,1,2,1,1496363,2,,2,,2,2,6,30,1,11,11,334.251867069312
7729388,1,2,1,2,,1,,3,280000,,,1,2,25,28,1,11,11,334.251867069312
7729388,1,2,2,1,2,1,1496363,2,,2,,2,2,6,31,1,11,11,334.251867069312
7729401,1,1,1,3,,2,,3,145000,,,2,2,121,52,1,11,11,402.629445967172
7729403,1,1,1,2,,2,,2,,,,2,2,96,34,1,11,11,659.351835780036
7729409,1,1,1,3,,2,,2,,,,2,2,24,64,1,11,11,324.5999162254
7729412,1,2,1,1,2,1,500000,2,,2,,2,2,4,31,1,11,11,476.43343174517
7729412,1,2,2,1,2,1,400000,2,,2,,2,2,2,38,1,11,11,476.43343174517
7729449,1,2,1,3,,2,,2,,,,2,2,5,22,1,11,11,184.53388699978
